study_id,experiment_group,experiment_id,run_id,run_dir,window_size,stride,hidden,latent_dim,beta,seed,scaling,threshold_method,threshold_value,split,precision,recall,f1,roc_auc,pr_auc,accuracy,balanced_accuracy,tn,fp,fn,tp,n_train_windows,n_val_windows,n_test_windows,n_val_positive,n_test_positive,train_score_mean,train_score_std,train_score_p98,test_score_mean_normal,test_score_mean_anomaly
20260426_230603_wrapup_layers_windows_noscale_beta1,windows,win30,20260426_234418,models/vae_grid_runs/20260426_230603_wrapup_layers_windows_noscale_beta1/runs/windows/win30/20260426_234418,30,5,"[128, 64]",16,1.0,42,none,train_p99,5.958400249481201,test,0.010064701653486701,0.003694906307732911,0.005405405405405406,0.2188493636698902,0.026610000052398303,0.9413378878451466,0.4936545358327184,82659,1377,3775,14,127063,42555,87825,473,3789,1.1589525938034058,1.829872965812683,5.454786777496338,1.8184905052185059,0.7104913592338562
20260426_230603_wrapup_layers_windows_noscale_beta1,windows,win30,20260426_234418,models/vae_grid_runs/20260426_230603_wrapup_layers_windows_noscale_beta1/runs/windows/win30/20260426_234418,30,5,"[128, 64]",16,1.0,42,none,train_p995,6.635630130767822,val,0.0,0.0,0.0,0.2353647509699426,0.007094977766938077,0.9835037010927036,0.4972791217147474,41853,229,473,0,127063,42555,87825,473,3789,1.1589525938034058,1.829872965812683,5.454786777496338,1.8184905052185059,0.7104913592338562
20260426_230603_wrapup_layers_windows_noscale_beta1,windows,win30,20260426_234418,models/vae_grid_runs/20260426_230603_wrapup_layers_windows_noscale_beta1/runs/windows/win30/20260426_234418,30,5,"[128, 64]",16,1.0,42,none,train_p995,6.635630130767822,test,0.024017467248908297,0.002903140670361573,0.005180127148575464,0.2188493636698902,0.026610000052398303,0.9518929689723883,0.49879199586709566,83589,447,3778,11,127063,42555,87825,473,3789,1.1589525938034058,1.829872965812683,5.454786777496338,1.8184905052185059,0.7104913592338562
20260426_230603_wrapup_layers_windows_noscale_beta1,windows,win30,20260426_234418,models/vae_grid_runs/20260426_230603_wrapup_layers_windows_noscale_beta1/runs/windows/win30/20260426_234418,30,5,"[128, 64]",16,1.0,42,none,val_f1,0.18154238034133338,val,0.01367644932774324,1.0,0.026983855325460663,0.2353647509699426,0.007094977766938077,0.19840206791211373,0.5946960695784421,7970,34112,0,473,127063,42555,87825,473,3789,1.1589525938034058,1.829872965812683,5.454786777496338,1.8184905052185059,0.7104913592338562
20260426_230603_wrapup_layers_windows_noscale_beta1,windows,win30,20260426_234418,models/vae_grid_runs/20260426_230603_wrapup_layers_windows_noscale_beta1/runs/windows/win30/20260426_234418,30,5,"[128, 64]",16,1.0,42,none,val_f1,0.18154238034133338,test,0.04580124989423042,1.0,0.08759073466179666,0.2188493636698902,0.026610000052398303,0.10118986621121548,0.5303322385644248,5098,78938,0,3789,127063,42555,87825,473,3789,1.1589525938034058,1.829872965812683,5.454786777496338,1.8184905052185059,0.7104913592338562
20260426_230603_wrapup_layers_windows_noscale_beta1,windows,win60,20260426_234945,models/vae_grid_runs/20260426_230603_wrapup_layers_windows_noscale_beta1/runs/windows/win60/20260426_234945,60,10,"[128, 64]",16,1.0,42,none,train_p98,6.342548370361328,val,0.0,0.0,0.0,0.09698945408409056,0.006147610254246758,0.974994124559342,0.4929888772697024,20743,295,237,0,63526,21275,43910,237,1894,2.4493300914764404,1.9258427619934082,6.342548370361328,3.492461681365967,1.267055869102478
20260426_230603_wrapup_layers_windows_noscale_beta1,windows,win60,20260426_234945,models/vae_grid_runs/20260426_230603_wrapup_layers_windows_noscale_beta1/runs/windows/win60/20260426_234945,60,10,"[128, 64]",16,1.0,42,none,train_p98,6.342548370361328,test,0.17384615384615384,0.05966209081309398,0.08883647798742139,0.09139078912764967,0.03616112440390355,0.9472102026873149,0.5234406227104312,41479,537,1781,113,63526,21275,43910,237,1894,2.4493300914764404,1.9258427619934082,6.342548370361328,3.492461681365967,1.267055869102478
20260426_230603_wrapup_layers_windows_noscale_beta1,windows,win60,20260426_234945,models/vae_grid_runs/20260426_230603_wrapup_layers_windows_noscale_beta1/runs/windows/win60/20260426_234945,60,10,"[128, 64]",16,1.0,42,none,train_p99,7.157970428466797,val,0.0,0.0,0.0,0.09698945408409056,0.006147610254246758,0.9793184488836663,0.4951753969008461,20835,203,237,0,63526,21275,43910,237,1894,2.4493300914764404,1.9258427619934082,6.342548370361328,3.492461681365967,1.267055869102478
20260426_230603_wrapup_layers_windows_noscale_beta1,windows,win60,20260426_234945,models/vae_grid_runs/20260426_230603_wrapup_layers_windows_noscale_beta1/runs/windows/win60/20260426_234945,60,10,"[128, 64]",16,1.0,42,none,train_p99,7.157970428466797,test,0.23939393939393938,0.04171066525871172,0.0710431654676259,0.09139078912764967,0.03616112440390355,0.9529492143019813,0.5178683752797748,41765,251,1815,79,63526,21275,43910,237,1894,2.4493300914764404,1.9258427619934082,6.342548370361328,3.492461681365967,1.267055869102478
20260426_230603_wrapup_layers_windows_noscale_beta1,windows,win60,20260426_234945,models/vae_grid_runs/20260426_230603_wrapup_layers_windows_noscale_beta1/runs/windows/win60/20260426_234945,60,10,"[128, 64]",16,1.0,42,none,train_p995,8.460331916809082,val,0.0,0.0,0.0,0.09698945408409056,0.006147610254246758,0.9825616921269095,0.4968152866242038,20904,134,237,0,63526,21275,43910,237,1894,2.4493300914764404,1.9258427619934082,6.342548370361328,3.492461681365967,1.267055869102478
20260426_230603_wrapup_layers_windows_noscale_beta1,windows,win60,20260426_234945,models/vae_grid_runs/20260426_230603_wrapup_layers_windows_noscale_beta1/runs/windows/win60/20260426_234945,60,10,"[128, 64]",16,1.0,42,none,train_p995,8.460331916809082,test,0.2594142259414226,0.03273495248152059,0.05813408345053915,0.09139078912764967,0.03616112440390355,0.9542473240719653,0.5142611357990239,41839,177,1832,62,63526,21275,43910,237,1894,2.4493300914764404,1.9258427619934082,6.342548370361328,3.492461681365967,1.267055869102478
20260426_230603_wrapup_layers_windows_noscale_beta1,windows,win60,20260426_234945,models/vae_grid_runs/20260426_230603_wrapup_layers_windows_noscale_beta1/runs/windows/win60/20260426_234945,60,10,"[128, 64]",16,1.0,42,none,val_f1,0.574296308372488,val,0.011916182782125726,0.9957805907172996,0.023550543857898412,0.09698945408409056,0.006147610254246758,0.08014101057579319,0.5328033099037587,1469,19569,1,236,63526,21275,43910,237,1894,2.4493300914764404,1.9258427619934082,6.342548370361328,3.492461681365967,1.267055869102478
20260426_230603_wrapup_layers_windows_noscale_beta1,windows,win60,20260426_234945,models/vae_grid_runs/20260426_230603_wrapup_layers_windows_noscale_beta1/runs/windows/win60/20260426_234945,60,10,"[128, 64]",16,1.0,42,none,val_f1,0.574296308372488,test,0.020173316737512034,0.4535374868004224,0.03862844294547498,0.09139078912764967,0.03616112440390355,0.026258255522659986,0.23026741057462094,294,41722,1035,859,63526,21275,43910,237,1894,2.4493300914764404,1.9258427619934082,6.342548370361328,3.492461681365967,1.267055869102478
