study_id,experiment_group,base_experiment_id,experiment_id,run_id,run_dir,architecture,window_size,stride,hidden,latent_dim,beta,seed,scaling,threshold_method,threshold_value,split,precision,recall,f1,roc_auc,pr_auc,accuracy,balanced_accuracy,tn,fp,fn,tp,n_train_windows,n_val_windows,n_test_windows,n_val_positive,n_test_positive,train_score_mean,train_score_std,train_score_p98,test_score_mean_normal,test_score_mean_anomaly
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_128_64_32,layers_128_64_32_s7,20260430_075919,models/vae_grid_runs/20260430_074356_wrapup_layers_windows_noscale_beta1/runs/layers/layers_128_64_32_s7/20260430_075919,dense,60,10,"[128, 64, 32]",16,1.0,7,none,train_p98,12.42541217803955,val,0.4187192118226601,0.7172995780590717,0.5287713841368584,0.990354002782989,0.36823364921526686,0.9857579318448884,0.8530408908452978,20802,236,67,170,63526,21275,43910,237,1894,2.537198066711426,2.6265952587127686,12.42541217803955,3.4702494144439697,12.870992660522461
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_128_64_32,layers_128_64_32_s7,20260430_075919,models/vae_grid_runs/20260430_074356_wrapup_layers_windows_noscale_beta1/runs/layers/layers_128_64_32_s7/20260430_075919,dense,60,10,"[128, 64, 32]",16,1.0,7,none,train_p98,12.42541217803955,test,0.8473282442748091,0.7032734952481521,0.7686093479515291,0.9948544140875383,0.7608210930723028,0.9817353677977682,0.8487806927878232,41776,240,562,1332,63526,21275,43910,237,1894,2.537198066711426,2.6265952587127686,12.42541217803955,3.4702494144439697,12.870992660522461
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_128_64_32,layers_128_64_32_s7,20260430_075919,models/vae_grid_runs/20260430_074356_wrapup_layers_windows_noscale_beta1/runs/layers/layers_128_64_32_s7/20260430_075919,dense,60,10,"[128, 64, 32]",16,1.0,7,none,train_p99,12.843090057373047,val,0.3381294964028777,0.19831223628691982,0.25,0.990354002782989,0.36823364921526686,0.9867450058754407,0.5969695985123162,20946,92,190,47,63526,21275,43910,237,1894,2.537198066711426,2.6265952587127686,12.42541217803955,3.4702494144439697,12.870992660522461
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_128_64_32,layers_128_64_32_s7,20260430_075919,models/vae_grid_runs/20260430_074356_wrapup_layers_windows_noscale_beta1/runs/layers/layers_128_64_32_s7/20260430_075919,dense,60,10,"[128, 64, 32]",16,1.0,7,none,train_p99,12.843090057373047,test,0.7310704960835509,0.29567053854276665,0.4210526315789474,0.9948544140875383,0.7608210930723028,0.9649282623548167,0.6453838222035996,41810,206,1334,560,63526,21275,43910,237,1894,2.537198066711426,2.6265952587127686,12.42541217803955,3.4702494144439697,12.870992660522461
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_128_64_32,layers_128_64_32_s7,20260430_075919,models/vae_grid_runs/20260430_074356_wrapup_layers_windows_noscale_beta1/runs/layers/layers_128_64_32_s7/20260430_075919,dense,60,10,"[128, 64, 32]",16,1.0,7,none,train_p995,13.521152257919312,val,0.0,0.0,0.0,0.990354002782989,0.36823364921526686,0.9866980023501762,0.49890674018442815,20992,46,237,0,63526,21275,43910,237,1894,2.537198066711426,2.6265952587127686,12.42541217803955,3.4702494144439697,12.870992660522461
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_128_64_32,layers_128_64_32_s7,20260430_075919,models/vae_grid_runs/20260430_074356_wrapup_layers_windows_noscale_beta1/runs/layers/layers_128_64_32_s7/20260430_075919,dense,60,10,"[128, 64, 32]",16,1.0,7,none,train_p995,13.521152257919312,test,0.5504587155963303,0.09503695881731784,0.16208914903196756,0.9948544140875383,0.7608210930723028,0.9576178547028011,0.5457691458214541,41869,147,1714,180,63526,21275,43910,237,1894,2.537198066711426,2.6265952587127686,12.42541217803955,3.4702494144439697,12.870992660522461
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_128_64_32,layers_128_64_32_s7,20260430_075919,models/vae_grid_runs/20260430_074356_wrapup_layers_windows_noscale_beta1/runs/layers/layers_128_64_32_s7/20260430_075919,dense,60,10,"[128, 64, 32]",16,1.0,7,none,val_f1,12.298400429193698,val,0.3870967741935484,0.8607594936708861,0.5340314136125655,0.990354002782989,0.36823364921526686,0.9832667450058754,0.9227031616087105,20715,323,33,204,63526,21275,43910,237,1894,2.537198066711426,2.6265952587127686,12.42541217803955,3.4702494144439697,12.870992660522461
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_128_64_32,layers_128_64_32_s7,20260430_075919,models/vae_grid_runs/20260430_074356_wrapup_layers_windows_noscale_beta1/runs/layers/layers_128_64_32_s7/20260430_075919,dense,60,10,"[128, 64, 32]",16,1.0,7,none,val_f1,12.298400429193698,test,0.8603227601558152,0.8162618796198522,0.8377133568138716,0.9948544140875383,0.7608210930723028,0.9863584604873605,0.905143982460345,41765,251,348,1546,63526,21275,43910,237,1894,2.537198066711426,2.6265952587127686,12.42541217803955,3.4702494144439697,12.870992660522461
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_128_64,layers_128_64_s123,20260430_075358,models/vae_grid_runs/20260430_074356_wrapup_layers_windows_noscale_beta1/runs/layers/layers_128_64_s123/20260430_075358,dense,60,10,"[128, 64]",16,1.0,123,none,train_p98,11.787506580352783,val,0.47478991596638653,0.4767932489451477,0.47578947368421054,0.9924033384636922,0.4064137988082218,0.9882961222091657,0.7354258097563461,20913,125,124,113,63526,21275,43910,237,1894,2.281559705734253,2.626696825027466,11.787506580352783,3.0433716773986816,11.933072090148926
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_128_64,layers_128_64_s123,20260430_075358,models/vae_grid_runs/20260430_074356_wrapup_layers_windows_noscale_beta1/runs/layers/layers_128_64_s123/20260430_075358,dense,60,10,"[128, 64]",16,1.0,123,none,train_p98,11.787506580352783,test,0.7252747252747253,0.3484688489968321,0.4707560627674751,0.9940623263345748,0.7313414963309951,0.966203598269187,0.6712593673773193,41766,250,1234,660,63526,21275,43910,237,1894,2.281559705734253,2.626696825027466,11.787506580352783,3.0433716773986816,11.933072090148926
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_128_64,layers_128_64_s123,20260430_075358,models/vae_grid_runs/20260430_074356_wrapup_layers_windows_noscale_beta1/runs/layers/layers_128_64_s123/20260430_075358,dense,60,10,"[128, 64]",16,1.0,123,none,train_p99,12.110929250717163,val,0.037383177570093455,0.016877637130801686,0.023255813953488372,0.9924033384636922,0.4064137988082218,0.9842068155111633,0.5059908672392291,20935,103,233,4,63526,21275,43910,237,1894,2.281559705734253,2.626696825027466,11.787506580352783,3.0433716773986816,11.933072090148926
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_128_64,layers_128_64_s123,20260430_075358,models/vae_grid_runs/20260430_074356_wrapup_layers_windows_noscale_beta1/runs/layers/layers_128_64_s123/20260430_075358,dense,60,10,"[128, 64]",16,1.0,123,none,train_p99,12.110929250717163,test,0.5011337868480725,0.11668426610348469,0.1892933618843683,0.9940623263345748,0.7313414963309951,0.956889091323161,0.5557240827851772,41796,220,1673,221,63526,21275,43910,237,1894,2.281559705734253,2.626696825027466,11.787506580352783,3.0433716773986816,11.933072090148926
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_128_64,layers_128_64_s123,20260430_075358,models/vae_grid_runs/20260430_074356_wrapup_layers_windows_noscale_beta1/runs/layers/layers_128_64_s123/20260430_075358,dense,60,10,"[128, 64]",16,1.0,123,none,train_p995,12.780249834060669,val,0.014925373134328358,0.004219409282700422,0.006578947368421052,0.9924033384636922,0.4064137988082218,0.9858049353701528,0.500541114471182,20972,66,236,1,63526,21275,43910,237,1894,2.281559705734253,2.626696825027466,11.787506580352783,3.0433716773986816,11.933072090148926
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_128_64,layers_128_64_s123,20260430_075358,models/vae_grid_runs/20260430_074356_wrapup_layers_windows_noscale_beta1/runs/layers/layers_128_64_s123/20260430_075358,dense,60,10,"[128, 64]",16,1.0,123,none,train_p995,12.780249834060669,test,0.5205047318611987,0.08711721224920803,0.1492537313432836,0.9940623263345748,0.7313414963309951,0.957162377590526,0.5417497713949773,41864,152,1729,165,63526,21275,43910,237,1894,2.281559705734253,2.626696825027466,11.787506580352783,3.0433716773986816,11.933072090148926
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_128_64,layers_128_64_s123,20260430_075358,models/vae_grid_runs/20260430_074356_wrapup_layers_windows_noscale_beta1/runs/layers/layers_128_64_s123/20260430_075358,dense,60,10,"[128, 64]",16,1.0,123,none,val_f1,11.515118728330988,val,0.508274231678487,0.9071729957805907,0.6515151515151515,0.9924033384636922,0.4064137988082218,0.9891891891891892,0.9486430622024924,20830,208,22,215,63526,21275,43910,237,1894,2.281559705734253,2.626696825027466,11.787506580352783,3.0433716773986816,11.933072090148926
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_128_64,layers_128_64_s123,20260430_075358,models/vae_grid_runs/20260430_074356_wrapup_layers_windows_noscale_beta1/runs/layers/layers_128_64_s123/20260430_075358,dense,60,10,"[128, 64]",16,1.0,123,none,val_f1,11.515118728330988,test,0.8429228998849252,0.7734952481520592,0.8067180616740088,0.9940623263345748,0.7313414963309951,0.9840127533591437,0.883498861699792,41743,273,429,1465,63526,21275,43910,237,1894,2.281559705734253,2.626696825027466,11.787506580352783,3.0433716773986816,11.933072090148926
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_128_64,layers_128_64_s42,20260430_075139,models/vae_grid_runs/20260430_074356_wrapup_layers_windows_noscale_beta1/runs/layers/layers_128_64_s42/20260430_075139,dense,60,10,"[128, 64]",16,1.0,42,none,train_p98,11.842950344085693,val,0.5268456375838926,0.6624472573839663,0.5869158878504672,0.9921795120182366,0.4034035677435547,0.9896122209165688,0.8278725496920782,20897,141,80,157,63526,21275,43910,237,1894,2.2845349311828613,2.5551700592041016,11.842950344085693,3.056790590286255,12.181439399719238
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_128_64,layers_128_64_s42,20260430_075139,models/vae_grid_runs/20260430_074356_wrapup_layers_windows_noscale_beta1/runs/layers/layers_128_64_s42/20260430_075139,dense,60,10,"[128, 64]",16,1.0,42,none,train_p98,11.842950344085693,test,0.7957074721780604,0.5285110876451954,0.6351522842639593,0.9942123923626218,0.7367823833640532,0.9738100660441813,0.7611971851021102,41759,257,893,1001,63526,21275,43910,237,1894,2.2845349311828613,2.5551700592041016,11.842950344085693,3.056790590286255,12.181439399719238
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_128_64,layers_128_64_s42,20260430_075139,models/vae_grid_runs/20260430_074356_wrapup_layers_windows_noscale_beta1/runs/layers/layers_128_64_s42/20260430_075139,dense,60,10,"[128, 64]",16,1.0,42,none,train_p99,12.180319547653198,val,0.06422018348623854,0.029535864978902954,0.04046242774566474,0.9921795120182366,0.4034035677435547,0.9843948296122209,0.5123437476810097,20936,102,230,7,63526,21275,43910,237,1894,2.2845349311828613,2.5551700592041016,11.842950344085693,3.056790590286255,12.181439399719238
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_128_64,layers_128_64_s42,20260430_075139,models/vae_grid_runs/20260430_074356_wrapup_layers_windows_noscale_beta1/runs/layers/layers_128_64_s42/20260430_075139,dense,60,10,"[128, 64]",16,1.0,42,none,train_p99,12.180319547653198,test,0.5677799607072691,0.1525871172122492,0.24053266749895963,0.9942123923626218,0.7367823833640532,0.9584377135048964,0.5736755083395595,41796,220,1605,289,63526,21275,43910,237,1894,2.2845349311828613,2.5551700592041016,11.842950344085693,3.056790590286255,12.181439399719238
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_128_64,layers_128_64_s42,20260430_075139,models/vae_grid_runs/20260430_074356_wrapup_layers_windows_noscale_beta1/runs/layers/layers_128_64_s42/20260430_075139,dense,60,10,"[128, 64]",16,1.0,42,none,train_p995,12.777761816978455,val,0.0,0.0,0.0,0.9921795120182366,0.4034035677435547,0.9855699177438307,0.49833634375891245,20968,70,237,0,63526,21275,43910,237,1894,2.2845349311828613,2.5551700592041016,11.842950344085693,3.056790590286255,12.181439399719238
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_128_64,layers_128_64_s42,20260430_075139,models/vae_grid_runs/20260430_074356_wrapup_layers_windows_noscale_beta1/runs/layers/layers_128_64_s42/20260430_075139,dense,60,10,"[128, 64]",16,1.0,42,none,train_p995,12.777761816978455,test,0.4797687861271676,0.08764519535374868,0.14821428571428572,0.9942123923626218,0.7367823833640532,0.9565474834889547,0.5416805565496847,41836,180,1728,166,63526,21275,43910,237,1894,2.2845349311828613,2.5551700592041016,11.842950344085693,3.056790590286255,12.181439399719238
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_128_64,layers_128_64_s42,20260430_075139,models/vae_grid_runs/20260430_074356_wrapup_layers_windows_noscale_beta1/runs/layers/layers_128_64_s42/20260430_075139,dense,60,10,"[128, 64]",16,1.0,42,none,val_f1,11.68409925872956,val,0.4846335697399527,0.8649789029535865,0.6212121212121211,0.9921795120182366,0.4034035677435547,0.9882491186839013,0.9273083506116919,20820,218,32,205,63526,21275,43910,237,1894,2.2845349311828613,2.5551700592041016,11.842950344085693,3.056790590286255,12.181439399719238
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_128_64,layers_128_64_s42,20260430_075139,models/vae_grid_runs/20260430_074356_wrapup_layers_windows_noscale_beta1/runs/layers/layers_128_64_s42/20260430_075139,dense,60,10,"[128, 64]",16,1.0,42,none,val_f1,11.68409925872956,test,0.8463289698349459,0.7851108764519535,0.8145713503149821,0.9942123923626218,0.7367823833640532,0.9845820997494876,0.8893423765351923,41746,270,407,1487,63526,21275,43910,237,1894,2.2845349311828613,2.5551700592041016,11.842950344085693,3.056790590286255,12.181439399719238
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_128_64,layers_128_64_s7,20260430_075311,models/vae_grid_runs/20260430_074356_wrapup_layers_windows_noscale_beta1/runs/layers/layers_128_64_s7/20260430_075311,dense,60,10,"[128, 64]",16,1.0,7,none,train_p98,12.455042362213135,val,0.5466666666666666,0.5189873417721519,0.5324675324675324,0.9932256399210109,0.443780011425674,0.9898472385428907,0.7570694860776341,20936,102,114,123,63526,21275,43910,237,1894,2.4289326667785645,2.690279722213745,12.455042362213135,3.3250114917755127,12.707051277160645
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_128_64,layers_128_64_s7,20260430_075311,models/vae_grid_runs/20260430_074356_wrapup_layers_windows_noscale_beta1/runs/layers/layers_128_64_s7/20260430_075311,dense,60,10,"[128, 64]",16,1.0,7,none,train_p98,12.455042362213135,test,0.7334058759521219,0.3558606124604013,0.47920369712051203,0.9942780132635146,0.7421689180180228,0.9666363015258483,0.6750147502515259,41771,245,1220,674,63526,21275,43910,237,1894,2.4289326667785645,2.690279722213745,12.455042362213135,3.3250114917755127,12.707051277160645
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_128_64,layers_128_64_s7,20260430_075311,models/vae_grid_runs/20260430_074356_wrapup_layers_windows_noscale_beta1/runs/layers/layers_128_64_s7/20260430_075311,dense,60,10,"[128, 64]",16,1.0,7,none,train_p99,12.824185848236084,val,0.1111111111111111,0.04219409282700422,0.06116207951070337,0.9932256399210109,0.443780011425674,0.9855699177438307,0.5191957249951163,20958,80,227,10,63526,21275,43910,237,1894,2.4289326667785645,2.690279722213745,12.455042362213135,3.3250114917755127,12.707051277160645
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_128_64,layers_128_64_s7,20260430_075311,models/vae_grid_runs/20260430_074356_wrapup_layers_windows_noscale_beta1/runs/layers/layers_128_64_s7/20260430_075311,dense,60,10,"[128, 64]",16,1.0,7,none,train_p99,12.824185848236084,test,0.5092165898617511,0.11668426610348469,0.18986254295532645,0.9942780132635146,0.7421689180180228,0.9570485083124572,0.5558073843845679,41803,213,1673,221,63526,21275,43910,237,1894,2.4289326667785645,2.690279722213745,12.455042362213135,3.3250114917755127,12.707051277160645
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_128_64,layers_128_64_s7,20260430_075311,models/vae_grid_runs/20260430_074356_wrapup_layers_windows_noscale_beta1/runs/layers/layers_128_64_s7/20260430_075311,dense,60,10,"[128, 64]",16,1.0,7,none,train_p995,13.405280470848083,val,0.0,0.0,0.0,0.9932256399210109,0.443780011425674,0.9864159811985899,0.49876414107804923,20986,52,237,0,63526,21275,43910,237,1894,2.4289326667785645,2.690279722213745,12.455042362213135,3.3250114917755127,12.707051277160645
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_128_64,layers_128_64_s7,20260430_075311,models/vae_grid_runs/20260430_074356_wrapup_layers_windows_noscale_beta1/runs/layers/layers_128_64_s7/20260430_075311,dense,60,10,"[128, 64]",16,1.0,7,none,train_p995,13.405280470848083,test,0.49127906976744184,0.08922914466737064,0.15102770330652368,0.9942780132635146,0.7421689180180228,0.9567296743338647,0.5425320323489176,41841,175,1725,169,63526,21275,43910,237,1894,2.4289326667785645,2.690279722213745,12.455042362213135,3.3250114917755127,12.707051277160645
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_128_64,layers_128_64_s7,20260430_075311,models/vae_grid_runs/20260430_074356_wrapup_layers_windows_noscale_beta1/runs/layers/layers_128_64_s7/20260430_075311,dense,60,10,"[128, 64]",16,1.0,7,none,val_f1,12.147524211634344,val,0.5130023640661938,0.9156118143459916,0.6575757575757575,0.9932256399210109,0.443780011425674,0.9893772032902468,0.9529100045206524,20832,206,20,217,63526,21275,43910,237,1894,2.4289326667785645,2.690279722213745,12.455042362213135,3.3250114917755127,12.707051277160645
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_128_64,layers_128_64_s7,20260430_075311,models/vae_grid_runs/20260430_074356_wrapup_layers_windows_noscale_beta1/runs/layers/layers_128_64_s7/20260430_075311,dense,60,10,"[128, 64]",16,1.0,7,none,val_f1,12.147524211634344,test,0.85,0.7808870116156283,0.813979086406164,0.9942780132635146,0.7421689180180228,0.9846048736051013,0.8873375461733892,41755,261,415,1479,63526,21275,43910,237,1894,2.4289326667785645,2.690279722213745,12.455042362213135,3.3250114917755127,12.707051277160645
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_256_128_64,layers_256_128_64_s123,20260430_080401,models/vae_grid_runs/20260430_074356_wrapup_layers_windows_noscale_beta1/runs/layers/layers_256_128_64_s123/20260430_080401,dense,60,10,"[256, 128, 64]",16,1.0,123,none,train_p98,12.450085639953613,val,0.0,0.0,0.0,0.9915786302704008,0.38149244048948844,0.9827027027027027,0.4968865861773933,20907,131,237,0,63526,21275,43910,237,1894,4.125098705291748,2.3005847930908203,12.450085639953613,4.579432964324951,12.180436134338379
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_256_128_64,layers_256_128_64_s123,20260430_080401,models/vae_grid_runs/20260430_074356_wrapup_layers_windows_noscale_beta1/runs/layers/layers_256_128_64_s123/20260430_080401,dense,60,10,"[256, 128, 64]",16,1.0,123,none,train_p98,12.450085639953613,test,0.4566929133858268,0.09186906019007392,0.15296703296703296,0.9938992039840406,0.7341119831751297,0.9561147802322933,0.5434711827987689,41809,207,1720,174,63526,21275,43910,237,1894,4.125098705291748,2.3005847930908203,12.450085639953613,4.579432964324951,12.180436134338379
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_256_128_64,layers_256_128_64_s123,20260430_080401,models/vae_grid_runs/20260430_074356_wrapup_layers_windows_noscale_beta1/runs/layers/layers_256_128_64_s123/20260430_080401,dense,60,10,"[256, 128, 64]",16,1.0,123,none,train_p99,12.838369369506836,val,0.0,0.0,0.0,0.9915786302704008,0.38149244048948844,0.9837367802585194,0.49740944956744937,20929,109,237,0,63526,21275,43910,237,1894,4.125098705291748,2.3005847930908203,12.450085639953613,4.579432964324951,12.180436134338379
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_256_128_64,layers_256_128_64_s123,20260430_080401,models/vae_grid_runs/20260430_074356_wrapup_layers_windows_noscale_beta1/runs/layers/layers_256_128_64_s123/20260430_080401,dense,60,10,"[256, 128, 64]",16,1.0,123,none,train_p99,12.838369369506836,test,0.5030487804878049,0.08711721224920803,0.14851485148514854,0.9938992039840406,0.7341119831751297,0.9569118651787748,0.541618868881649,41853,163,1729,165,63526,21275,43910,237,1894,4.125098705291748,2.3005847930908203,12.450085639953613,4.579432964324951,12.180436134338379
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_256_128_64,layers_256_128_64_s123,20260430_080401,models/vae_grid_runs/20260430_074356_wrapup_layers_windows_noscale_beta1/runs/layers/layers_256_128_64_s123/20260430_080401,dense,60,10,"[256, 128, 64]",16,1.0,123,none,train_p995,13.240063309669495,val,0.0,0.0,0.0,0.9915786302704008,0.38149244048948844,0.9847238542890717,0.49790854643977567,20950,88,237,0,63526,21275,43910,237,1894,4.125098705291748,2.3005847930908203,12.450085639953613,4.579432964324951,12.180436134338379
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_256_128_64,layers_256_128_64_s123,20260430_080401,models/vae_grid_runs/20260430_074356_wrapup_layers_windows_noscale_beta1/runs/layers/layers_256_128_64_s123/20260430_080401,dense,60,10,"[256, 128, 64]",16,1.0,123,none,train_p995,13.240063309669495,test,0.5433333333333333,0.08606124604012672,0.1485870556061987,0.9938992039840406,0.7341119831751297,0.9574584377135049,0.5414002917177023,41879,137,1731,163,63526,21275,43910,237,1894,4.125098705291748,2.3005847930908203,12.450085639953613,4.579432964324951,12.180436134338379
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_256_128_64,layers_256_128_64_s123,20260430_080401,models/vae_grid_runs/20260430_074356_wrapup_layers_windows_noscale_beta1/runs/layers/layers_256_128_64_s123/20260430_080401,dense,60,10,"[256, 128, 64]",16,1.0,123,none,val_f1,11.755531796019286,val,0.5153664302600472,0.919831223628692,0.6606060606060605,0.9915786302704008,0.38149244048948844,0.9894712103407756,0.9550434756797324,20833,205,19,218,63526,21275,43910,237,1894,4.125098705291748,2.3005847930908203,12.450085639953613,4.579432964324951,12.180436134338379
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_256_128_64,layers_256_128_64_s123,20260430_080401,models/vae_grid_runs/20260430_074356_wrapup_layers_windows_noscale_beta1/runs/layers/layers_256_128_64_s123/20260430_080401,dense,60,10,"[256, 128, 64]",16,1.0,123,none,val_f1,11.755531796019286,test,0.8386714116251482,0.7465681098204857,0.7899441340782123,0.9938992039840406,0.7341119831751297,0.9828740605784559,0.8700471927624895,41744,272,480,1414,63526,21275,43910,237,1894,4.125098705291748,2.3005847930908203,12.450085639953613,4.579432964324951,12.180436134338379
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_256_128_64,layers_256_128_64_s42,20260430_080154,models/vae_grid_runs/20260430_074356_wrapup_layers_windows_noscale_beta1/runs/layers/layers_256_128_64_s42/20260430_080154,dense,60,10,"[256, 128, 64]",16,1.0,42,none,train_p98,13.204675674438477,val,0.6333333333333333,0.7215189873417721,0.6745562130177515,0.9936498271361888,0.4715580937165863,0.9922444183313749,0.8584066084156337,20939,99,66,171,63526,21275,43910,237,1894,4.614471435546875,2.228848934173584,13.204675674438477,5.228028297424316,13.456465721130371
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_256_128_64,layers_256_128_64_s42,20260430_080154,models/vae_grid_runs/20260430_074356_wrapup_layers_windows_noscale_beta1/runs/layers/layers_256_128_64_s42/20260430_080154,dense,60,10,"[256, 128, 64]",16,1.0,42,none,train_p98,13.204675674438477,test,0.8257638315441783,0.5279831045406547,0.6441223832528181,0.9951255306974122,0.775417441412428,0.9748348895468003,0.7614806040601216,41805,211,894,1000,63526,21275,43910,237,1894,4.614471435546875,2.228848934173584,13.204675674438477,5.228028297424316,13.456465721130371
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_256_128_64,layers_256_128_64_s42,20260430_080154,models/vae_grid_runs/20260430_074356_wrapup_layers_windows_noscale_beta1/runs/layers/layers_256_128_64_s42/20260430_080154,dense,60,10,"[256, 128, 64]",16,1.0,42,none,train_p99,13.825949430465698,val,0.17204301075268819,0.06751054852320675,0.09696969696969696,0.9936498271361888,0.4715580937165863,0.9859929494712103,0.5319252523964071,20961,77,221,16,63526,21275,43910,237,1894,4.614471435546875,2.228848934173584,13.204675674438477,5.228028297424316,13.456465721130371
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_256_128_64,layers_256_128_64_s42,20260430_080154,models/vae_grid_runs/20260430_074356_wrapup_layers_windows_noscale_beta1/runs/layers/layers_256_128_64_s42/20260430_080154,dense,60,10,"[256, 128, 64]",16,1.0,42,none,train_p99,13.825949430465698,test,0.5516304347826086,0.10718057022175291,0.17948717948717952,0.9951255306974122,0.775417441412428,0.9577317239808699,0.5516267474109526,41851,165,1691,203,63526,21275,43910,237,1894,4.614471435546875,2.228848934173584,13.204675674438477,5.228028297424316,13.456465721130371
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_256_128_64,layers_256_128_64_s42,20260430_080154,models/vae_grid_runs/20260430_074356_wrapup_layers_windows_noscale_beta1/runs/layers/layers_256_128_64_s42/20260430_080154,dense,60,10,"[256, 128, 64]",16,1.0,42,none,train_p995,14.165359854698181,val,0.0,0.0,0.0,0.9936498271361888,0.4715580937165863,0.9857579318448884,0.49843140982983175,20972,66,237,0,63526,21275,43910,237,1894,4.614471435546875,2.228848934173584,13.204675674438477,5.228028297424316,13.456465721130371
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_256_128_64,layers_256_128_64_s42,20260430_080154,models/vae_grid_runs/20260430_074356_wrapup_layers_windows_noscale_beta1/runs/layers/layers_256_128_64_s42/20260430_080154,dense,60,10,"[256, 128, 64]",16,1.0,42,none,train_p995,14.165359854698181,test,0.5647840531561462,0.0897571277719113,0.1548974943052392,0.9951255306974122,0.775417441412428,0.9577544978364837,0.543319633954501,41885,131,1724,170,63526,21275,43910,237,1894,4.614471435546875,2.228848934173584,13.204675674438477,5.228028297424316,13.456465721130371
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_256_128_64,layers_256_128_64_s42,20260430_080154,models/vae_grid_runs/20260430_074356_wrapup_layers_windows_noscale_beta1/runs/layers/layers_256_128_64_s42/20260430_080154,dense,60,10,"[256, 128, 64]",16,1.0,42,none,val_f1,13.093925938246837,val,0.610062893081761,0.8185654008438819,0.6990990990990992,0.9936498271361888,0.4715580937165863,0.992150411280846,0.9063356522234429,20914,124,43,194,63526,21275,43910,237,1894,4.614471435546875,2.228848934173584,13.204675674438477,5.228028297424316,13.456465721130371
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_256_128_64,layers_256_128_64_s42,20260430_080154,models/vae_grid_runs/20260430_074356_wrapup_layers_windows_noscale_beta1/runs/layers/layers_256_128_64_s42/20260430_080154,dense,60,10,"[256, 128, 64]",16,1.0,42,none,val_f1,13.093925938246837,test,0.848295059151009,0.643611404435058,0.7319123386370459,0.9951255306974122,0.775417441412428,0.9796629469369165,0.8192114524079327,41798,218,675,1219,63526,21275,43910,237,1894,4.614471435546875,2.228848934173584,13.204675674438477,5.228028297424316,13.456465721130371
