run_id,split,accuracy,precision,recall,f1,tp,tn,fp,fn,roc_auc
20260423_231929,train,0.9952385230437517,0.0,0.0,0.0,0,44312,212,0,
20260423_231929,val,0.9388967183410509,0.41545189504373176,0.9872979214780601,0.5848153214774282,855,17799,1203,11,0.9430412454456599
20260423_231929,test,0.8858267716535433,0.2863596619061498,0.9979685119349924,0.445023213679085,1965,36060,4897,4,0.9207790211371703
