run_id,split,accuracy,precision,recall,f1,tp,tn,fp,fn,roc_auc
20260424_140621,train,0.9854705160091931,0.0,0.0,0.0,0,62603,923,0,
20260424_140621,val,0.9943125734430083,0.6823899371069182,0.9156118143459916,0.7819819819819821,217,20937,101,20,0.9968124787655691
20260424_140621,test,0.9820997494875883,0.7931216931216931,0.7914466737064414,0.7922832980972516,1499,41625,391,395,0.9884227489944998
