run_id,split,accuracy,precision,recall,f1,tp,tn,fp,fn,roc_auc
20260423_224729,train,0.992777870100472,0.0,0.0,0.0,0,442082,3216,0,
20260423_224729,val,0.9282508277395917,0.3757320319432121,0.9782834700242579,0.5429368208481585,8469,176006,14071,188,0.9472073460493816
20260423_224729,test,0.9436053797453612,0.4475631184685101,0.9838881829733164,0.615252594275907,19358,385745,23894,317,0.9607960355759115
