model,source,percentile,threshold,precision,recall,f1,fp,tp
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,93.83877551020409,0.0645779212670667,0.3822697899838449,0.9994720168954594,0.5530236634531114,3059,1893
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,93.93979591836735,0.06605035288791572,0.38343123354263725,0.9994720168954594,0.554238032498902,3044,1893
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,94.04081632653062,0.06786293642861503,0.38593272171253823,0.9994720168954594,0.5568465950875129,3012,1893
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,94.14183673469388,0.07017859175269094,0.3883076923076923,0.9994720168954594,0.5593145220859802,2982,1893
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,94.24285714285715,0.07212021369487047,0.3911965282083075,0.9994720168954594,0.5623050646071588,2946,1893
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,94.34387755102041,0.07439820810354182,0.39314641744548284,0.9994720168954594,0.5643165896556863,2922,1893
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,94.44489795918368,0.07719164937734645,0.39668901927912825,0.9994720168954594,0.567956795679568,2879,1893
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,94.54591836734694,0.07954162977901971,0.3992828517190466,0.9994720168954594,0.5706103993971364,2848,1893
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,94.64693877551021,0.08252035453915604,0.40293742017879947,0.9994720168954594,0.5743325242718447,2805,1893
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,94.74795918367347,0.08595872369727924,0.4067468844005157,0.9994720168954594,0.5781918142944411,2761,1893
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,94.84897959183674,0.09025903439947568,0.4108072916666667,0.9994720168954594,0.5822823746539526,2715,1893
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,94.95,0.09451745441183453,0.4135896875682762,0.9994720168954594,0.5850718590635141,2684,1893
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,95.05102040816327,0.09978991267936625,0.4170156491073396,0.9989440337909187,0.5883999378012751,2645,1892
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,95.15204081632653,0.10688882084297369,0.42138084632516704,0.9989440337909187,0.5927318295739348,2598,1892
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,95.2530612244898,0.11528050830321653,0.4268953068592058,0.9989440337909187,0.5981662978185268,2540,1892
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,95.35408163265306,0.1228894372869816,0.43009774948852014,0.9989440337909187,0.6013030351183855,2507,1892
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,95.45510204081633,0.12598347286028536,0.4321608040201005,0.9989440337909187,0.6033163265306123,2486,1892
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,95.5561224489796,0.12714943156710698,0.4328528940745825,0.9989440337909187,0.6039904229848364,2479,1892
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,95.65714285714286,0.12800764441490176,0.43354720439963335,0.9989440337909187,0.6046660274848195,2472,1892
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,95.75816326530612,0.12868566510400606,0.4340445056205552,0.9989440337909187,0.6051495282264513,2467,1892
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,95.85918367346939,0.1293906204402446,0.4342437456965802,0.9989440337909187,0.6053431450967846,2465,1892
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,95.96020408163265,0.1300425170521651,0.43454294901240237,0.9989440337909187,0.6056338028169014,2462,1892
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,96.06122448979592,0.13068349286913863,0.43474264705882354,0.9989440337909187,0.6058277297470381,2460,1892
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,96.16224489795918,0.1312329732945987,0.43524269611226135,0.9989440337909187,0.6063130908508252,2455,1892
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,96.26326530612245,0.1318208019648279,0.43541330877273776,0.9984160506863781,0.6063812730479398,2452,1891
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,96.36428571428571,0.1325591191649437,0.4358147038488131,0.9984160506863781,0.6067704155302422,2448,1891
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,96.46530612244898,0.1331256636551448,0.436317489616982,0.9984160506863781,0.607257546563905,2443,1891
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,96.56632653061224,0.13369010694857153,0.43661971830985913,0.9984160506863781,0.6075502008032129,2440,1891
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,96.66734693877551,0.13431991562247275,0.43722543352601156,0.9984160506863781,0.6081363563273838,2434,1891
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,96.76836734693877,0.13488424164908272,0.43752892179546504,0.9984160506863781,0.6084298584298584,2431,1891
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,96.86938775510204,0.13544226278151783,0.43793422880963406,0.9984160506863781,0.6088216355441082,2427,1891
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,96.9704081632653,0.13608222164745842,0.4386453259104616,0.9984160506863781,0.6095084609186141,2420,1891
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,97.07142857142857,0.13675685226917267,0.43966519414089744,0.9984160506863781,0.6104923325262308,2410,1891
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,97.17244897959183,0.13734195445265088,0.4416160672582905,0.9984160506863781,0.6123704663212435,2391,1891
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,97.27346938775511,0.1379493921995164,0.44420953723279305,0.9984160506863781,0.6148593724597626,2366,1891
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,97.37448979591838,0.13848057878868925,0.4468336483931947,0.9984160506863781,0.6173685928827947,2341,1891
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,97.47551020408164,0.13902176453598908,0.4502380952380952,0.9984160506863781,0.620610436494913,2309,1891
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,97.57653061224491,0.13962716263319766,0.4541086016338299,0.9978880675818373,0.6241743725231176,2272,1890
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,97.67755102040817,0.1402614417885031,0.46142578125,0.9978880675818373,0.6310517529215358,2206,1890
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,97.77857142857144,0.14093049820512546,0.46810622983370564,0.9957761351636748,0.63683943947324,2143,1886
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,97.8795918367347,0.14156580514141492,0.47854785478547857,0.9952481520591341,0.6463226470084005,2054,1885
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,97.98061224489797,0.14237744669829108,0.4925412195760272,0.9936642027455121,0.6586176727909011,1939,1882
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,98.08163265306123,0.14322748248066247,0.5097666847531199,0.9920802534318902,0.6734767025089606,1807,1879
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,98.1826530612245,0.1445083432963921,0.5414859786065337,0.9889123548046462,0.6997945077526622,1586,1873
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,98.28367346938776,0.14584538766316008,0.5766738660907127,0.9868004223864836,0.7279454722492698,1372,1869
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,98.38469387755103,0.14719959340457417,0.6163522012578616,0.9831045406546991,0.7576805696846388,1159,1862
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,98.4857142857143,0.14805790409445765,0.6431535269709544,0.9820485744456178,0.7772670288340995,1032,1860
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,98.58673469387756,0.14869595837912392,0.6634512325830654,0.9804646251319957,0.7913914340507138,942,1857
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,98.68775510204082,0.14947876158569545,0.6860637509266123,0.9772967265047519,0.8061846689895471,847,1851
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,98.78877551020409,0.15016457563532254,0.7075688073394495,0.9772967265047519,0.8208425720620843,765,1851
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,98.88979591836735,0.15097541085311345,0.7302527646129542,0.9762407602956705,0.8355173971983733,683,1849
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,98.99081632653062,0.1515925410336682,0.7424425634824667,0.9725448785638859,0.8420571428571428,639,1842
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,99.09183673469389,0.15242964455059602,0.7580379225061831,0.970960929250264,0.851388888888889,587,1839
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,99.19285714285715,0.1532719306647779,0.769907795473596,0.9699049630411827,0.858411214953271,549,1837
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,99.29387755102042,0.1541489028504917,0.7816091954022989,0.9693769799366421,0.8654254065519681,513,1836
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,99.39489795918368,0.1555247748004539,0.7935064935064935,0.96779303062302,0.8720266412940056,477,1833
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,99.49591836734695,0.15740138164588433,0.8103907637655418,0.9635691657866948,0.8803666184273999,427,1825
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,99.59693877551021,0.1592910968299423,0.8184684684684684,0.9593453009503696,0.8833252309188138,403,1817
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,99.69795918367348,0.1654980399778912,0.8674059787849566,0.9498416050686378,0.9067540322580645,275,1799
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,99.79897959183674,0.16972481480666593,0.9065989847715736,0.9429778247096093,0.9244306418219462,184,1786
Isolation Forest,models/baseline_runs/isolation_forest/20260430_063747,99.9,0.17622601576149596,0.9090909090909091,0.6388595564941922,0.7503875968992249,121,1210
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,90.0,91.9189224243164,0.0922970159611381,0.3511087645195354,0.14616990878118474,6540,665
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,90.10102040816327,92.77431424004692,0.09156895589056394,0.34635691657866946,0.1448443364981232,6508,656
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,90.20204081632653,93.65693179539272,0.09030898876404495,0.33949313621964095,0.14266696250277347,6477,643
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,90.3030612244898,94.90168059212822,0.08847678369195923,0.32998944033790917,0.1395400759098013,6439,625
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,90.40408163265306,96.05558874947683,0.08727895037079293,0.32312565997888065,0.13743543678419046,6400,612
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,90.50510204081633,97.16183914457031,0.08433908045977012,0.3099260823653643,0.13259543709058053,6373,587
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,90.60612244897959,98.26784229278563,0.08213820078226858,0.29936642027455124,0.1289075821302717,6336,567
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,90.70714285714286,99.72374801635742,0.07952053793305072,0.28722280887011614,0.12455638236977676,6297,544
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,90.80816326530612,100.75270407540451,0.07710452602093469,0.27613516367476243,0.12054857669701509,6260,523
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,90.90918367346939,101.8071272441319,0.07535671819262782,0.2676874340021119,0.11760612386917188,6221,507
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,91.01020408163265,103.02575901576459,0.0719208870242733,0.25343189017951423,0.11204481792717086,6194,480
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,91.11122448979592,104.6317033767701,0.06765551687604056,0.23600844772967264,0.10516409834137158,6160,447
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,91.21224489795918,105.77509427751824,0.06596587446678855,0.2286166842661035,0.10238827145897375,6131,433
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,91.31326530612245,107.04211861746654,0.06445672191528545,0.22175290390707497,0.09988109393579073,6096,420
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,91.41428571428571,108.3214279174805,0.06209453197405004,0.2122492080253432,0.09608030592734226,6072,402
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,91.51530612244898,109.74860320772454,0.05956454121306377,0.20221752903907075,0.09202306583373379,6047,383
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,91.61632653061224,110.95852323259648,0.05840901973066082,0.1969376979936642,0.09009661835748792,6013,373
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,91.7173469387755,112.06825109209316,0.05744412968209002,0.19271383315733898,0.0885063045586809,5989,365
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,91.81836734693877,113.33620398385183,0.05659184318684793,0.1890179514255544,0.08710462287104623,5968,358
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,91.91938775510204,114.95083706719525,0.05578512396694215,0.1853220696937698,0.08575616906914245,5941,351
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,92.0204081632653,116.24260575430722,0.054481546572934976,0.18004223864836325,0.08365019011406845,5918,341
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,92.12142857142857,117.9363219261168,0.053580048270313756,0.17581837381203802,0.08213096559378467,5882,333
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,92.22244897959183,119.34300324576236,0.052980132450331126,0.17317845828933473,0.08113790970933828,5863,328
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,92.3234693877551,120.98197481972826,0.05164853012830924,0.1678986272439282,0.07899639796298596,5839,318
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,92.42448979591836,122.93620300292969,0.051077023498694515,0.16525871172122492,0.07803540264273247,5815,313
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,92.52551020408163,125.03938647678913,0.04776807774666447,0.15311510031678988,0.07281858129315756,5781,290
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,92.6265306122449,126.70450733729784,0.04665784248841827,0.14889123548046462,0.07105064247921392,5762,282
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,92.72755102040817,128.61568786076154,0.0454318522216675,0.14413938753959873,0.06908768821966342,5736,273
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,92.82857142857144,130.2678352355959,0.043026954629164574,0.13569165786694826,0.06533621456717936,5716,257
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,92.9295918367347,131.7041114807131,0.040538267451640034,0.12724392819429778,0.061487434621762975,5704,241
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,93.03061224489797,133.5011534009664,0.03873477672530447,0.12090813093980993,0.05867281578273122,5683,229
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,93.13163265306123,135.35602199009492,0.03591489361702128,0.11140443505807814,0.05431844510232977,5664,211
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,93.2326530612245,137.3136723109659,0.033276157804459694,0.10242872228088701,0.050233039875712066,5636,194
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,93.33367346938776,139.87146295819963,0.03162260238465526,0.0966209081309398,0.04765004556698346,5604,183
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,93.43469387755103,142.97870597839355,0.02807813044994768,0.0850052798310454,0.04221289984268484,5573,161
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,93.53571428571429,146.1002836227417,0.024850193866760663,0.07444561774023231,0.037262156448202965,5533,141
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,93.63673469387756,148.38309282575335,0.022044444444444443,0.06546990496304118,0.032983109456044685,5501,124
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,93.73775510204082,151.00326701572968,0.018485283560660447,0.05438225976768744,0.02759174926332708,5469,103
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,93.83877551020409,153.37525531223847,0.0167658193618172,0.049102428722280884,0.02499664023652735,5454,93
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,93.93979591836735,156.22459836687364,0.01325826371231384,0.038542766631467794,0.01972972972972973,5433,73
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,94.04081632653062,159.48668997628351,0.012052593133674214,0.03484688489968321,0.01791044776119403,5410,66
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,94.14183673469388,162.46000867571163,0.010650018362100624,0.030623020063357972,0.01580381471389646,5388,58
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,94.24285714285715,165.49731445312509,0.009439200444197668,0.02692713833157339,0.013978347265999728,5352,51
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,94.34387755102041,168.51988936832979,0.008940212330042838,0.025343189017951427,0.01321767864518794,5321,48
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,94.44489795918368,172.37190529959568,0.0077096652877021435,0.02164730728616684,0.01136993899057127,5277,41
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,94.54591836734694,176.11902318682002,0.007572889057175312,0.021119324181626188,0.011148272017837236,5242,40
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,94.64693877551021,180.60020147051145,0.007636502481863307,0.021119324181626188,0.011217049915872126,5198,40
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,94.74795918367347,184.83397015162882,0.007497116493656286,0.020591341077085535,0.010992108229988726,5163,39
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,94.84897959183674,188.65555310930532,0.007153905645784996,0.019535374868004225,0.010472686102462497,5135,37
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,94.95,191.39238948822023,0.007190050524679362,0.019535374868004225,0.010511363636363635,5109,37
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,95.05102040816327,195.31505175999243,0.00724212174593854,0.019535374868004225,0.01056689990004284,5072,37
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,95.15204081632653,198.74800935472774,0.00727630285152409,0.019535374868004225,0.010603238286287434,5048,37
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,95.2530612244898,202.8182097298759,0.007125890736342043,0.01900739176346357,0.010365678088108265,5016,36
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,95.35408163265306,205.55924658094133,0.007159904534606206,0.01900739176346357,0.010401618029471253,4992,36
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,95.45510204081633,209.3310132707869,0.007194244604316547,0.01900739176346357,0.010437808060307337,4968,36
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,95.5561224489796,213.16803782326838,0.00724200362100181,0.01900739176346357,0.010487982520029134,4935,36
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,95.65714285714286,217.13038024902397,0.0072874493927125505,0.01900739176346357,0.010535557506584723,4904,36
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,95.75816326530612,220.80634454999682,0.007334963325183374,0.01900739176346357,0.010585122022934431,4872,36
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,95.85918367346939,224.52938357761929,0.007381587041213861,0.01900739176346357,0.010633584404076208,4841,36
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,95.96020408163265,228.8385882241385,0.0074487895716946,0.01900739176346357,0.0107031366136465,4797,36
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,96.06122448979592,232.5491191319056,0.0075046904315197,0.01900739176346357,0.01076072335973696,4761,36
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,96.16224489795918,236.95515272957928,0.007556675062972292,0.01900739176346357,0.010814058275758485,4728,36
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,96.26326530612245,240.52790908813458,0.007606169448552715,0.01900739176346357,0.010864644635581712,4697,36
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,96.36428571428571,244.63663272857622,0.0076465590484282074,0.01900739176346357,0.01090578612541654,4672,36
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,96.46530612244898,248.75959385463167,0.007700534759358289,0.01900739176346357,0.010960572385446796,4639,36
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,96.56632653061224,253.7043045588902,0.007756948933419522,0.01900739176346357,0.011017597551644989,4605,36
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,96.66734693877551,257.5935589381626,0.007800650054171181,0.01900739176346357,0.011061607005684437,4579,36
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,96.76836734693877,263.08371854509613,0.007865414026655014,0.01900739176346357,0.011126564673157164,4541,36
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,96.86938775510204,269.39154575892854,0.007954043305346884,0.01900739176346357,0.011214953271028037,4490,36
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,96.9704081632653,273.0366056714739,0.007992895204262877,0.01900739176346357,0.011253516723976243,4468,36
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,97.07142857142857,279.11587524414045,0.008084437457893555,0.01900739176346357,0.011343942019851897,4417,36
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,97.17244897959183,284.795317840576,0.00818926296633303,0.01900739176346357,0.011446740858505564,4360,36
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,97.27346938775511,290.8514840262282,0.008298755186721992,0.01900739176346357,0.011553273427471119,4302,36
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,97.37448979591838,298.4413986206084,0.008438818565400843,0.01900739176346357,0.011688311688311687,4230,36
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,97.47551020408164,303.78300999232715,0.008526764566556135,0.01900739176346357,0.011772400261608895,4186,36
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,97.57653061224491,311.892085484096,0.008651766402307137,0.01900739176346357,0.011890999174236168,4125,36
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,97.67755102040817,320.19297550746376,0.008786917256529168,0.01900739176346357,0.012018027040560842,4061,36
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,97.77857142857144,328.86943244934446,0.008952996766973389,0.01900739176346357,0.01217244294167371,3985,36
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,97.8795918367347,346.9289748055598,0.00927357032457496,0.01900739176346357,0.012465373961218837,3846,36
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,97.98061224489797,360.48878348214424,0.00949617515167502,0.01900739176346357,0.01266490765171504,3755,36
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,98.08163265306123,379.51775687081505,0.009833378858235455,0.01900739176346357,0.012961296129612962,3625,36
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,98.1826530612245,400.0608824048732,0.010047446274072006,0.01900739176346357,0.013145882782545188,3547,36
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,98.28367346938776,417.29740556989736,0.010195412064570943,0.01900739176346357,0.013271889400921659,3495,36
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,98.38469387755103,449.11477748326695,0.010425716768027803,0.01900739176346357,0.013465494669908361,3417,36
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,98.4857142857143,480.12758026123436,0.010743061772605193,0.01900739176346357,0.01372735938989514,3315,36
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,98.58673469387756,504.07059587751337,0.011002444987775062,0.01900739176346357,0.013937282229965157,3236,36
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,98.68775510204082,522.8571875435973,0.010923845193508116,0.018479408658922915,0.013730874852883485,3169,35
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,98.78877551020409,540.9049267360147,0.01088,0.01795142555438226,0.01354851564056585,3091,34
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,98.88979591836735,558.7457955496652,0.011217419993401518,0.01795142555438226,0.013807106598984773,2997,34
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,98.99081632653062,575.4513074602403,0.011224489795918367,0.017423442449841606,0.01365328920148945,2907,33
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,99.09183673469389,590.8061436244426,0.011518324607329843,0.017423442449841606,0.013868459760453878,2832,33
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,99.19285714285715,609.7184936523445,0.011590003621876132,0.01689545934530095,0.013748657357679914,2729,32
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,99.29387755102042,632.2134878976005,0.010642341315089319,0.014783526927138331,0.012375690607734805,2603,28
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,99.39489795918368,662.0119784763947,0.007971303308090873,0.010559662090813094,0.009084714967067907,2489,20
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,99.49591836734695,706.4626990182101,0.0074365704286964126,0.00897571277719113,0.008133971291866028,2269,17
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,99.59693877551021,782.4901504516669,0.0032658393207054214,0.0026399155227032735,0.0029197080291970805,1526,5
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,99.69795918367348,886.1757603236626,0.0018552875695732839,0.0005279831045406547,0.0008220304151253596,538,1
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,99.79897959183674,1071.0778455462087,0.0,0.0,0.0,216,0
PCA reconstruction,models/baseline_runs/pca_recon/20260430_063858,99.9,1395.8881317140035,0.0,0.0,0.0,113,0
OC-SVM,models/baseline_runs/oc_svm/20260430_063918,90.0,-0.035714637488126755,0.22523486740397194,1.0,0.36765990488207323,6515,1894
OC-SVM,models/baseline_runs/oc_svm/20260430_063918,90.10102040816327,-0.035174331281866346,0.22598735234458894,1.0,0.36866180048661795,6487,1894
OC-SVM,models/baseline_runs/oc_svm/20260430_063918,90.20204081632653,-0.034654621247734343,0.22660923665948793,1.0,0.369488880218494,6464,1894
OC-SVM,models/baseline_runs/oc_svm/20260430_063918,90.3030612244898,-0.034159589558839784,0.22742555235350626,1.0,0.370573273332029,6434,1894
OC-SVM,models/baseline_runs/oc_svm/20260430_063918,90.40408163265306,-0.03359482639602254,0.2281103215705167,1.0,0.37148180837501227,6409,1894
OC-SVM,models/baseline_runs/oc_svm/20260430_063918,90.50510204081633,-0.033097265288233944,0.2288545190913485,1.0,0.37246804326450345,6382,1894
OC-SVM,models/baseline_runs/oc_svm/20260430_063918,90.60612244897959,-0.03260664322546553,0.22935335432308065,1.0,0.37312844759653274,6364,1894
OC-SVM,models/baseline_runs/oc_svm/20260430_063918,90.70714285714286,-0.03214366398751738,0.22991017237193492,1.0,0.3738649822345045,6344,1894
OC-SVM,models/baseline_runs/oc_svm/20260430_063918,90.80816326530612,-0.031680066351379696,0.23063809059912324,1.0,0.37482683554324164,6318,1894
OC-SVM,models/baseline_runs/oc_svm/20260430_063918,90.90918367346939,-0.03127517966287479,0.2312858712907559,1.0,0.37568184072200733,6295,1894
OC-SVM,models/baseline_runs/oc_svm/20260430_063918,91.01020408163265,-0.03084313177636691,0.2319373010041636,1.0,0.3765407554671968,6272,1894
OC-SVM,models/baseline_runs/oc_svm/20260430_063918,91.11122448979592,-0.03037979581526346,0.23273531580240844,1.0,0.377591706539075,6244,1894
OC-SVM,models/baseline_runs/oc_svm/20260430_063918,91.21224489795918,-0.029960795917681284,0.23336619024149827,1.0,0.3784215784215784,6222,1894
OC-SVM,models/baseline_runs/oc_svm/20260430_063918,91.31326530612245,-0.029361268665109352,0.23426097711811997,1.0,0.37959715402344923,6191,1894
OC-SVM,models/baseline_runs/oc_svm/20260430_063918,91.41428571428571,-0.02884666472673416,0.23516265209833623,1.0,0.3807800562927221,6160,1894
OC-SVM,models/baseline_runs/oc_svm/20260430_063918,91.51530612244898,-0.028322585193174217,0.23604187437686938,1.0,0.38193184109699535,6130,1894
OC-SVM,models/baseline_runs/oc_svm/20260430_063918,91.61632653061224,-0.0277701817452907,0.23677959744968122,1.0,0.382896997877287,6105,1894
