epoch,train_total_loss,train_recon_loss,train_kl_loss,val_total_loss,val_recon_loss,val_kl_loss
1,16599763985.422903,16599763985.422903,32916197011053.844,10.515889792215257,10.515889792215257,648.3994809105283
2,3.9870586891174318,3.9870586891174318,713.8500075683594,13.283823308490572,13.283823308490572,314.1308815365746
3,2.87288356590271,2.87288356590271,518.6068552246094,10.835336344582695,10.835336344582695,359.8160429454985
4,2.857351020812988,2.857351020812988,551.8107409667969,11.129635118302845,11.129635118302845,378.4908389136905
5,2.6606525173187254,2.6606525173187254,540.7315915527344,10.185480163210915,10.185480163210915,392.5715797061012
6,2.685440797805786,2.685440797805786,551.8907216796875,11.216448284330822,11.216448284330822,394.9880080450149
7,2.7235241661071776,2.7235241661071776,578.6412954101562,14.707672641390847,14.707672641390847,386.8392123267764
8,2.5946863317489623,2.5946863317489623,583.9054565429688,15.736396471659342,15.736396471659342,383.94869341169084
9,2.5984909076690674,2.5984909076690674,602.2435209960937,14.892610618046351,14.892610618046351,400.44163731166293
10,2.5769584770202636,2.5769584770202636,624.5829467773438,11.07661197299049,11.07661197299049,448.3006025041853
