epoch,train_total_loss,train_recon_loss,train_kl_loss,val_total_loss,val_recon_loss,val_kl_loss
1,410276483032.1239,396842509.4432761,409879601004.4726,127.55325208391461,127.42299470447358,0.13025883407819838
2,54.79723513793945,50.96526055145264,3.831973333120346,12.424922840935844,12.150973933083671,0.2739491448515937
3,10.59750197982788,10.176374465942382,0.4211276302933693,9.982326473508563,9.872656663258871,0.10966981237842924
4,7.7466337051391605,7.683297370910645,0.06333633238077163,8.364879199436732,8.334322270892915,0.03055685776330176
5,6.501027099609375,6.480724048614502,0.020303051948547365,7.38437290986379,7.367046946570987,0.017325878143310547
6,5.62958406829834,5.607803798675537,0.021780279651284217,6.362725990159171,6.335044934636071,0.027681022838112853
7,5.0014448127746585,4.968994506835937,0.032450284004211426,5.8002585626783825,5.76486399060204,0.03539445987414746
8,4.692926628112793,4.657802001953125,0.035124624013900756,5.6505086194901235,5.617075789542425,0.0334327815189248
9,4.466681226730347,4.437153827667236,0.029527396202087403,5.450040465309506,5.425089631761823,0.024950802326202393
10,4.366533405303955,4.345750841140747,0.02078255009651184,5.355804871945154,5.33932089805603,0.01648390293121338
11,4.302868907928467,4.289914960861206,0.012953987121582031,5.339888504573277,5.330162905511402,0.009725570678710938
12,4.264812559127807,4.2574433403015135,0.0073692452907562255,5.573868200892494,5.568401997997647,0.005466163158416748
13,4.227248218536377,4.223309005737304,0.003939203977584839,5.320669208254133,5.317924476805187,0.0027446448802948
14,4.225262014389038,4.223208150863647,0.002053873062133789,5.302686044148037,5.301249875908806,0.0014361143112182617
15,4.22479991722107,4.223717042922973,0.0010828769207000732,5.234970790999276,5.234174041520982,0.0007967352867126465
16,4.193178783416748,4.192575349807739,0.0006034367084503173,5.207383405594599,5.206928409281231,0.00045502185821533203
17,4.207079717636108,4.206718795776367,0.00036090326309204103,5.282653760342371,5.2823683477583385,0.0002854466438293457
18,4.190122804641724,4.189895822525024,0.00022699117660522462,5.277059098084767,5.276884337266286,0.000174790620803833
19,4.183152513504028,4.183006847381592,0.00014566206932067872,5.319453440961384,5.319337538310459,0.00011596083641052246
20,4.188084928512573,4.187985897064209,9.899282455444336e-05,5.4245256043615795,5.424443503220876,8.219480514526367e-05
