run_id,model,model_kind,window_dir,threshold_method,split,accuracy,balanced_accuracy,precision,recall,f1,tp,tn,fp,fn,roc_auc,pr_auc,threshold,positive_rate_pred,positive_rate_true
20260430_063943,LOF,lof,dataset/processed_windows/20260430_062154,train_p98,val,0.9180728554641598,0.4662935624225081,0.000663129973474801,0.004219409282700422,0.001146131805157593,1,19531,1507,236,0.6695148381289553,0.015285733062283199,2.2530311346054077,0.0708813160987074,0.011139835487661575
20260430_063943,LOF,lof,dataset/processed_windows/20260430_062154,train_p98,test,0.8826007743110909,0.4664872727119191,0.006357856494096276,0.011087645195353749,0.008081585530113526,21,38734,3282,1873,0.7397212938843231,0.07174091003562753,2.2530311346054077,0.07522204509223411,0.04313368253245274
20260430_063943,LOF,lof,dataset/processed_windows/20260430_062154,train_p99,val,0.9279435957696828,0.4691985930221504,0.0,0.0,0.0,0,19742,1296,237,0.6695148381289553,0.015285733062283199,4.496627569198608,0.0609165687426557,0.011139835487661575
20260430_063943,LOF,lof,dataset/processed_windows/20260430_062154,train_p99,test,0.928216807105443,0.48603787786178504,0.00315955766192733,0.0021119324181626186,0.0025316455696202528,4,40754,1262,1890,0.7397212938843231,0.07174091003562753,4.496627569198608,0.028831701207014348,0.04313368253245274
20260430_063943,LOF,lof,dataset/processed_windows/20260430_062154,train_p995,val,0.9888601645123384,0.5,0.0,0.0,0.0,0,21038,0,237,0.6695148381289553,0.015285733062283199,29.436450719833374,0.0,0.011139835487661575
20260430_063943,LOF,lof,dataset/processed_windows/20260430_062154,train_p995,test,0.9470280118424049,0.49485910129474486,0.0,0.0,0.0,0,41584,432,1894,0.7397212938843231,0.07174091003562753,29.436450719833374,0.009838305625142336,0.04313368253245274
20260430_063943,LOF,lof,dataset/processed_windows/20260430_062154,val_f1,val,0.5716568742655699,0.7604704045683057,0.02422813036020583,0.9535864978902954,0.04725561944589649,226,11936,9102,11,0.6695148381289553,0.015285733062283199,1.1356995977349018,0.438448883666275,0.011139835487661575
20260430_063943,LOF,lof,dataset/processed_windows/20260430_062154,val_f1,test,0.4058756547483489,0.6895468392993145,0.06768636980916304,1.0,0.12679073503815774,1894,15928,26088,0,0.7397212938843231,0.07174091003562753,1.1356995977349018,0.6372580277841039,0.04313368253245274
